## Tue Apr 25 22:04:12 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_cdfmdzp1 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_cdfmdzp1 --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_cdfmdzp1/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_000027050.1	500632.CLONEX_01829	1.03e-204	566.0	COG2367@1|root,COG2367@2|Bacteria,1TQFB@1239|Firmicutes,249R7@186801|Clostridia	186801|Clostridia	V	beta-lactamase	-	-	3.5.2.6	ko:K17836	ko00311,ko01130,ko01501,map00311,map01130,map01501	M00627,M00628	R06363	RC01499	ko00000,ko00001,ko00002,ko01000,ko01504	-	-	-	Beta-lactamase2
WP_020862743.1	272632.MSC_0489	7.95e-225	627.0	COG0552@1|root,COG0552@2|Bacteria,3WSVC@544448|Tenericutes	544448|Tenericutes	D	Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Acts as a receptor for the complex formed by the signal recognition particle (SRP) and the ribosome-nascent chain (RNC)	ftsY	-	-	ko:K03110	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	3.A.5.1,3.A.5.2,3.A.5.7	-	-	SRP54,SRP54_N
WP_020862745.1	272632.MSC_0491	4.83e-182	506.0	COG1692@1|root,COG1692@2|Bacteria,3WT0D@544448|Tenericutes	544448|Tenericutes	S	YmdB-like protein	ymdB	-	-	ko:K09769	-	-	-	-	ko00000	-	-	-	YmdB
WP_020862746.1	880447.MSB_A0491	1.45e-280	766.0	COG0192@1|root,COG0192@2|Bacteria,3WT3I@544448|Tenericutes	544448|Tenericutes	H	Catalyzes the formation of S-adenosylmethionine (AdoMet) from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme	metK	-	2.5.1.6	ko:K00789	ko00270,ko01100,ko01110,ko01230,map00270,map01100,map01110,map01230	M00034,M00035,M00368,M00609	R00177,R04771	RC00021,RC01211	ko00000,ko00001,ko00002,ko01000	-	-	-	S-AdoMet_synt_C,S-AdoMet_synt_M,S-AdoMet_synt_N
WP_020862747.1	880447.MSB_A0489	1.89e-311	849.0	COG1206@1|root,COG1206@2|Bacteria,3WSWB@544448|Tenericutes	544448|Tenericutes	J	Catalyzes the folate-dependent formation of 5-methyl- uridine at position 54 (M-5-U54) in all tRNAs	gid1	-	2.1.1.74	ko:K04094	-	-	-	-	ko00000,ko01000,ko03016,ko03036	-	-	-	GIDA
WP_020862748.1	880447.MSB_A0488	2.67e-223	615.0	COG1482@1|root,COG1482@2|Bacteria,3WT9H@544448|Tenericutes	544448|Tenericutes	G	isomerase	manA	-	5.3.1.8	ko:K01809	ko00051,ko00520,ko01100,ko01110,ko01130,map00051,map00520,map01100,map01110,map01130	M00114	R01819	RC00376	ko00000,ko00001,ko00002,ko01000	-	-	-	PMI_typeI
WP_020862749.1	272632.MSC_0496	7.21e-157	439.0	COG0692@1|root,COG0692@2|Bacteria,3WTJA@544448|Tenericutes	544448|Tenericutes	L	Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine	ung	-	3.2.2.27	ko:K03648	ko03410,ko05340,map03410,map05340	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	UDG
WP_020862750.1	880447.MSB_A0486	2.68e-227	627.0	COG3481@1|root,COG3481@2|Bacteria,3WSY6@544448|Tenericutes	544448|Tenericutes	S	Metal dependent phosphohydrolases with conserved 'HD' motif.	yhaM	-	-	ko:K03698	-	-	-	-	ko00000,ko01000,ko03019	-	-	-	HD,tRNA_anti-codon
WP_020862751.1	880447.MSB_A0485	5.81e-92	268.0	COG0537@1|root,COG0537@2|Bacteria,3WTPI@544448|Tenericutes	544448|Tenericutes	FG	COG0537 Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases	hit	-	-	ko:K02503	-	-	-	-	ko00000,ko04147	-	-	-	HIT
WP_020862752.1	272632.MSC_0499	0.0	1161.0	2F2AE@1|root,33V8D@2|Bacteria,3WT01@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862753.1	272632.MSC_0500	0.0	1543.0	2DVAA@1|root,33V00@2|Bacteria,3WSY3@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862754.1	272632.MSC_0501	2.86e-286	783.0	COG0520@1|root,COG0520@2|Bacteria,3WT3J@544448|Tenericutes	544448|Tenericutes	E	Catalyzes the removal of elemental sulfur and selenium atoms from L-cysteine, L-cystine, L-selenocysteine, and L- selenocystine to produce L-alanine	nifS	-	2.8.1.7,4.4.1.16	ko:K11717	ko00450,ko01100,map00450,map01100	-	R03599,R11528	RC00961,RC01789,RC02313	ko00000,ko00001,ko01000	-	-	-	Aminotran_5
WP_020862755.1	272632.MSC_0502	8.54e-89	261.0	COG0822@1|root,COG0822@2|Bacteria,3WTKH@544448|Tenericutes	544448|Tenericutes	C	NifU-like N terminal domain	nifU	-	-	ko:K04488	-	-	-	-	ko00000	-	-	-	NifU_N
WP_020862756.1	272632.MSC_0503	3.23e-127	362.0	COG0212@1|root,COG0212@2|Bacteria,3WTGU@544448|Tenericutes	544448|Tenericutes	H	5-formyltetrahydrofolate cyclo-ligase family	-	-	6.3.3.2	ko:K01934	ko00670,ko01100,map00670,map01100	-	R02301	RC00183	ko00000,ko00001,ko01000	-	-	-	5-FTHF_cyc-lig
WP_020862757.1	1179777.D500_0698	0.0	1058.0	COG3590@1|root,COG3590@2|Bacteria,3WSXY@544448|Tenericutes	544448|Tenericutes	O	Peptidase family M13	pepO	-	-	ko:K07386	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_M13,Peptidase_M13_N
WP_020862758.1	272632.MSC_0505	8.56e-307	836.0	COG0166@1|root,COG0166@2|Bacteria,3WSUT@544448|Tenericutes	544448|Tenericutes	G	Glucose-6-phosphate isomerase	pgi	-	5.3.1.9	ko:K01810	ko00010,ko00030,ko00500,ko00520,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00030,map00500,map00520,map01100,map01110,map01120,map01130,map01200	M00001,M00004,M00114	R02739,R02740,R03321	RC00376,RC00563	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	PGI
WP_020862759.1	880447.MSB_A0477	1.36e-51	168.0	2BRTI@1|root,32KTN@2|Bacteria,3WU81@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862760.1	272632.MSC_0507	9.21e-115	329.0	COG4508@1|root,COG4508@2|Bacteria,3WTCQ@544448|Tenericutes	544448|Tenericutes	S	protein conserved in bacteria	-	-	-	-	-	-	-	-	-	-	-	-	dUTPase_2
WP_020862761.1	272632.MSC_0508	1.95e-173	484.0	COG0566@1|root,COG0566@2|Bacteria,3WTB8@544448|Tenericutes	544448|Tenericutes	J	Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family	spoU	-	-	ko:K03437	-	-	-	-	ko00000,ko03016	-	-	-	SpoU_methylase,SpoU_sub_bind
WP_020862762.1	272632.MSC_0509	0.0	917.0	COG1012@1|root,COG1012@2|Bacteria,3WT5K@544448|Tenericutes	544448|Tenericutes	C	Belongs to the aldehyde dehydrogenase family	gapN	-	1.2.1.18,1.2.1.27,1.2.1.88,1.2.1.9	ko:K00131,ko:K00140,ko:K00294	ko00010,ko00030,ko00250,ko00280,ko00330,ko00410,ko00562,ko00640,ko01100,ko01120,ko01200,map00010,map00030,map00250,map00280,map00330,map00410,map00562,map00640,map01100,map01120,map01200	M00013,M00308,M00633	R00245,R00705,R00706,R00707,R00708,R00922,R00935,R01058,R04444,R04445,R05051	RC00004,RC00080,RC00216,RC00242,RC00255,RC02723,RC02817	ko00000,ko00001,ko00002,ko01000	-	-	-	Aldedh
WP_020862763.1	272632.MSC_0511	0.0	1699.0	COG0188@1|root,COG0188@2|Bacteria,3WSYP@544448|Tenericutes	544448|Tenericutes	L	Topoisomerase IV is essential for chromosome segregation. It relaxes supercoiled DNA. Performs the decatenation events required during the replication of a circular DNA molecule	parC	-	-	ko:K02621	-	-	-	-	ko00000,ko01000,ko02048,ko03032,ko03036	-	-	-	DNA_gyraseA_C,DNA_topoisoIV
WP_020862764.1	272632.MSC_0512	0.0	1404.0	COG0507@1|root,COG0507@2|Bacteria,3WT5Y@544448|Tenericutes	544448|Tenericutes	L	DNA-dependent ATPase and ATP-dependent 5'-3' DNA helicase. Has no activity on blunt DNA or DNA with 3'-overhangs, requires at least 10 bases of 5'-ssDNA for helicase activity	recD	-	3.1.11.5	ko:K03581	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	AAA_30,HHH_4,UvrD_C_2,Viral_helicase1
WP_020862765.1	880447.MSB_A0466	1.79e-286	783.0	COG3839@1|root,COG3839@2|Bacteria,3WV3F@544448|Tenericutes	544448|Tenericutes	P	ATPases associated with a variety of cellular activities	gtsA	-	-	ko:K10112	ko02010,map02010	M00194,M00196,M00197,M00200,M00201,M00206,M00207,M00491,M00602,M00605,M00606	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.1	-	-	ABC_tran
WP_020862766.1	880447.MSB_A0465	1.97e-214	595.0	COG1175@1|root,COG1175@2|Bacteria,3WT0S@544448|Tenericutes	544448|Tenericutes	P	ABC transporter permease	gtsB	-	-	ko:K02025	-	M00207	-	-	ko00000,ko00002,ko02000	3.A.1.1	-	-	-
WP_020862767.1	272632.MSC_0518	2.33e-172	483.0	COG0395@1|root,COG0395@2|Bacteria,3WSZ6@544448|Tenericutes	544448|Tenericutes	P	ABC transporter permease	gtsC	-	-	ko:K02026	-	M00207	-	-	ko00000,ko00002,ko02000	3.A.1.1	-	-	BPD_transp_1
WP_020862768.1	272632.MSC_0519	0.0	1125.0	29ZF8@1|root,30MEJ@2|Bacteria,3WT07@544448|Tenericutes	544448|Tenericutes	S	lipoprotein	lppB-1	-	-	-	-	-	-	-	-	-	-	-	Lipoprotein_10
WP_020862769.1	272632.MSC_0522	4.36e-212	632.0	COG3291@1|root,COG3291@2|Bacteria,3WTIJ@544448|Tenericutes	544448|Tenericutes	S	Mycoplasma protein of unknown function, DUF285	-	-	-	-	-	-	-	-	-	-	-	-	DUF285
WP_020862771.1	880447.MSB_A0460	3.05e-280	766.0	COG1902@1|root,COG1902@2|Bacteria,3WSZK@544448|Tenericutes	544448|Tenericutes	C	NADH:flavin oxidoreductase / NADH oxidase family	baiH	-	1.6.99.1	ko:K00354	-	-	R00282	RC00001	ko00000,ko01000	-	-	-	Oxidored_FMN
WP_020862772.1	272632.MSC_0528	4.99e-191	531.0	COG0846@1|root,COG0846@2|Bacteria,3WSZP@544448|Tenericutes	544448|Tenericutes	K	NAD-dependent lysine deacetylase and desuccinylase that specifically removes acetyl and succinyl groups on target proteins. Modulates the activities of several proteins which are inactive in their acylated form	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862773.1	880447.MSB_A0457	2.17e-74	223.0	COG0509@1|root,COG0509@2|Bacteria,3WTKF@544448|Tenericutes	544448|Tenericutes	E	glycine cleavage system h protein	gcdH	-	-	-	-	-	-	-	-	-	-	-	GCV_H
WP_020862774.1	880447.MSB_A0456	3.84e-189	525.0	COG2267@1|root,COG2267@2|Bacteria,3WTQP@544448|Tenericutes	544448|Tenericutes	I	hydrolases or acyltransferases (alpha beta hydrolase superfamily)	lip2	-	3.1.1.3	ko:K01046	ko00561,ko01100,map00561,map01100	M00098	R02250,R02687	RC00020,RC00037,RC00041,RC00094	ko00000,ko00001,ko00002,ko01000	-	-	-	Abhydrolase_1,Hydrolase_4
WP_020862775.1	880447.MSB_A0455	2.49e-185	515.0	COG2267@1|root,COG2267@2|Bacteria,3WTQP@544448|Tenericutes	544448|Tenericutes	I	hydrolases or acyltransferases (alpha beta hydrolase superfamily)	lip2	-	3.1.1.3	ko:K01046	ko00561,ko01100,map00561,map01100	M00098	R02250,R02687	RC00020,RC00037,RC00041,RC00094	ko00000,ko00001,ko00002,ko01000	-	-	-	Abhydrolase_1,Hydrolase_4
WP_020862777.1	1179777.D500_0806	4.84e-86	273.0	COG4733@1|root,COG4733@2|Bacteria	2|Bacteria	S	cellulase activity	-	-	3.2.1.8	ko:K01181	-	-	-	-	ko00000,ko01000	-	-	-	Big_2,CBM9_1,CBM_4_9,Cellulase,DUF285,Glyco_hydro_10,SLH,VCBS,fn3
WP_020862780.1	1179777.D500_0808	5.44e-147	416.0	COG1131@1|root,COG1131@2|Bacteria,3WSYJ@544448|Tenericutes	544448|Tenericutes	V	ATPases associated with a variety of cellular activities	-	-	-	ko:K01990	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
WP_020862781.1	1179777.D500_0809	4.41e-129	372.0	COG0842@1|root,COG0842@2|Bacteria	2|Bacteria	V	Transport permease protein	-	-	-	ko:K01992	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC2_membrane,ABC2_membrane_3
WP_020862782.1	272632.MSC_0532	1.75e-228	629.0	COG0039@1|root,COG0039@2|Bacteria,3WT4D@544448|Tenericutes	544448|Tenericutes	C	Belongs to the LDH MDH superfamily	ldh	-	1.1.1.27	ko:K00016	ko00010,ko00270,ko00620,ko00640,ko01100,ko01110,ko01120,ko01130,ko04922,map00010,map00270,map00620,map00640,map01100,map01110,map01120,map01130,map04922	-	R00703,R01000,R03104	RC00031,RC00044	ko00000,ko00001,ko01000,ko04147	-	-	-	Ldh_1_C,Ldh_1_N
WP_020862783.1	272632.MSC_0533	3.91e-268	735.0	COG1820@1|root,COG1820@2|Bacteria,3WTBB@544448|Tenericutes	544448|Tenericutes	G	Belongs to the metallo-dependent hydrolases superfamily. NagA family	nagA	-	3.5.1.25	ko:K01443	ko00520,ko01130,map00520,map01130	-	R02059	RC00166,RC00300	ko00000,ko00001,ko01000	-	-	-	Amidohydro_1
WP_020862785.1	272632.MSC_0535	1.25e-107	313.0	299VE@1|root,2ZWXF@2|Bacteria,3WTRG@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862786.1	272632.MSC_0539	8.56e-307	854.0	28S8T@1|root,2ZEK3@2|Bacteria,3WTZ4@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862787.1	272632.MSC_0540	2.53e-22	94.4	2A0PH@1|root,30NTT@2|Bacteria,3WV1U@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862788.1	272632.MSC_0542	9.63e-124	353.0	COG0632@1|root,COG0632@2|Bacteria,3WTJM@544448|Tenericutes	544448|Tenericutes	L	The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing. RuvA stimulates, in the presence of DNA, the weak ATPase activity of RuvB	ruvA	-	3.6.4.12	ko:K03550	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	HHH_5
WP_020862789.1	272632.MSC_0543	1.25e-211	585.0	COG2255@1|root,COG2255@2|Bacteria,3WSUH@544448|Tenericutes	544448|Tenericutes	L	The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing	ruvB	-	3.6.4.12	ko:K03551	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	RuvB_C,RuvB_N
WP_020862790.1	272632.MSC_0544	1.19e-312	853.0	COG1249@1|root,COG1249@2|Bacteria,3WT6R@544448|Tenericutes	544448|Tenericutes	C	dehydrogenase	pdhD-1	-	1.16.1.1,1.8.1.4	ko:K00382,ko:K00520	ko00010,ko00020,ko00260,ko00280,ko00620,ko00630,ko00640,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00020,map00260,map00280,map00620,map00630,map00640,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00036,M00307,M00532	R00209,R01221,R01698,R03815,R07618,R08549	RC00004,RC00022,RC00583,RC02742,RC02833,RC02834	br01601,ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	Pyr_redox_2,Pyr_redox_dim
WP_020862791.1	272632.MSC_0546	1.41e-123	357.0	2B6C3@1|root,31Z9Q@2|Bacteria,3WUKT@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862792.1	272632.MSC_0547	1.87e-220	608.0	2CB8Z@1|root,33RJD@2|Bacteria,3WTCK@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862793.1	272632.MSC_0548	2e-245	676.0	COG1161@1|root,COG1161@2|Bacteria,3WT6Y@544448|Tenericutes	544448|Tenericutes	S	50S ribosome-binding GTPase	yqeH	-	-	ko:K06948	-	-	-	-	ko00000,ko03009	-	-	-	MMR_HSR1,RsgA_GTPase
WP_020862794.1	880447.MSB_A0438	5.11e-284	777.0	COG0389@1|root,COG0389@2|Bacteria,3WT2B@544448|Tenericutes	544448|Tenericutes	L	Poorly processive, error-prone DNA polymerase involved in untargeted mutagenesis. Copies undamaged DNA at stalled replication forks, which arise in vivo from mismatched or misaligned primer ends. These misaligned primers can be extended by PolIV. Exhibits no 3'-5' exonuclease (proofreading) activity. May be involved in translesional synthesis, in conjunction with the beta clamp from PolIII	dinB	-	2.7.7.7	ko:K02346	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	IMS,IMS_C,IMS_HHH
WP_020862795.1	880447.MSB_A0437	0.0	1684.0	COG4870@1|root,COG4870@2|Bacteria,3WT6Q@544448|Tenericutes	544448|Tenericutes	O	Papain family cysteine protease	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_C1
WP_020862796.1	880447.MSB_A0435	2.45e-86	255.0	2B5WZ@1|root,31YSX@2|Bacteria,3WTYC@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862797.1	272632.MSC_0554	0.0	904.0	COG0624@1|root,COG0624@2|Bacteria,3WT41@544448|Tenericutes	544448|Tenericutes	E	Peptidase family M20/M25/M40	ytjP	-	3.5.1.18	ko:K01439	ko00300,ko01100,ko01120,ko01230,map00300,map01100,map01120,map01230	M00016	R02734	RC00064,RC00090	ko00000,ko00001,ko00002,ko01000	-	-	-	M20_dimer,Peptidase_M20
WP_020862798.1	272632.MSC_0555	8.69e-158	442.0	COG3010@1|root,COG3010@2|Bacteria,3WTDZ@544448|Tenericutes	544448|Tenericutes	G	Converts N-acetylmannosamine-6-phosphate (ManNAc-6-P) to N-acetylglucosamine-6-phosphate (GlcNAc-6-P)	nanE	-	5.1.3.9	ko:K01788	ko00520,map00520	-	R02087	RC00290	ko00000,ko00001,ko01000	-	-	-	NanE
WP_020862799.1	272632.MSC_0556	7.21e-203	562.0	COG1940@1|root,COG1940@2|Bacteria,3WTNZ@544448|Tenericutes	544448|Tenericutes	GK	ROK family	nagC	-	-	-	-	-	-	-	-	-	-	-	ROK
WP_020862800.1	272632.MSC_0558	0.0	1033.0	COG0591@1|root,COG0591@2|Bacteria,3WTAI@544448|Tenericutes	544448|Tenericutes	E	Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family	-	-	-	ko:K03307	-	-	-	-	ko00000	2.A.21	-	-	SSF
WP_020862801.1	272632.MSC_0559	1.2e-203	564.0	COG0329@1|root,COG0329@2|Bacteria,3WT98@544448|Tenericutes	544448|Tenericutes	H	Dihydrodipicolinate synthetase family	nanA	-	4.1.3.3,4.3.3.7	ko:K01639,ko:K01714	ko00261,ko00300,ko00520,ko01100,ko01110,ko01120,ko01130,ko01230,map00261,map00300,map00520,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00526,M00527	R01811,R10147	RC00159,RC00600,RC03062,RC03063	ko00000,ko00001,ko00002,ko01000	-	-	-	DHDPS
WP_020862802.1	1179777.D500_0192	1.07e-74	225.0	29ZV5@1|root,30MWB@2|Bacteria,3WTVJ@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862803.1	272632.MSC_0564	6.51e-192	535.0	COG0313@1|root,COG0313@2|Bacteria,3WSYS@544448|Tenericutes	544448|Tenericutes	H	Catalyzes the 2'-O-methylation of the ribose of cytidine 1402 (C1402) in 16S rRNA	rsmI	-	2.1.1.198	ko:K07056	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	TP_methylase
WP_020862804.1	272632.MSC_0575	1.9e-202	566.0	2FGGR@1|root,348CP@2|Bacteria,3WTIR@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862805.1	272632.MSC_0576	2.13e-135	384.0	29ZRX@1|root,30MSU@2|Bacteria,3WTPK@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862806.1	272632.MSC_0577	3e-204	567.0	COG0204@1|root,COG0204@2|Bacteria,3WTAB@544448|Tenericutes	544448|Tenericutes	I	1-acyl-sn-glycerol-3-phosphate acyltransferase	plsC	-	2.3.1.51	ko:K00655	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110	M00089	R02241,R09381	RC00004,RC00037,RC00039	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	Acyltransferase
WP_020862808.1	272632.MSC_0582	2.91e-295	808.0	COG0705@1|root,COG0705@2|Bacteria,3WT8C@544448|Tenericutes	544448|Tenericutes	S	Rhomboid family	-	-	3.4.21.105	ko:K19225	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	-
WP_020862809.1	272632.MSC_0583	5.75e-214	592.0	COG0564@1|root,COG0564@2|Bacteria,3WT4B@544448|Tenericutes	544448|Tenericutes	J	Responsible for synthesis of pseudouridine from uracil	rluD	-	5.4.99.23	ko:K06180	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	PseudoU_synth_2,S4
WP_020862810.1	272632.MSC_0584	4e-133	378.0	COG0597@1|root,COG0597@2|Bacteria,3WTHI@544448|Tenericutes	544448|Tenericutes	MU	This protein specifically catalyzes the removal of signal peptides from prolipoproteins	lsp	-	3.4.23.36	ko:K03101	ko03060,map03060	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Peptidase_A8
WP_020862812.1	272632.MSC_0586	1.3e-240	660.0	COG1073@1|root,COG1073@2|Bacteria,3WT4Q@544448|Tenericutes	544448|Tenericutes	S	alpha/beta hydrolase fold	-	-	-	ko:K06889	-	-	-	-	ko00000	-	-	-	Abhydrolase_1,DUF829,Hydrolase_4,Peptidase_S15
WP_020862813.1	272632.MSC_0587	5.92e-88	259.0	COG1799@1|root,COG1799@2|Bacteria,3WU08@544448|Tenericutes	544448|Tenericutes	D	Cell division protein that is part of the divisome complex and is recruited early to the Z-ring. Probably stimulates Z-ring formation, perhaps through the cross-linking of FtsZ protofilaments. Its function overlaps with FtsA	-	-	-	ko:K09772	-	-	-	-	ko00000,ko03036	-	-	-	SepF
WP_020862814.1	1179777.D500_0213	4.12e-219	611.0	28W0H@1|root,2ZI1N@2|Bacteria,3WV42@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862815.1	272632.MSC_0591	9.94e-214	591.0	COG0275@1|root,COG0275@2|Bacteria,3WT1M@544448|Tenericutes	544448|Tenericutes	J	Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA	mraW	-	2.1.1.199	ko:K03438	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Methyltransf_5
WP_020862816.1	272632.MSC_0592	2.55e-91	267.0	COG2001@1|root,COG2001@2|Bacteria,3WTV9@544448|Tenericutes	544448|Tenericutes	K	Belongs to the MraZ family	mraZ	-	-	ko:K03925	-	-	-	-	ko00000	-	-	-	MraZ
WP_020862817.1	272632.MSC_0594	3.06e-120	343.0	COG1399@1|root,COG1399@2|Bacteria,3WTNG@544448|Tenericutes	544448|Tenericutes	S	Uncharacterized ACR, COG1399	-	-	-	-	-	-	-	-	-	-	-	-	DUF177
WP_020862818.1	272632.MSC_0595	0.0	1509.0	COG0072@1|root,COG0073@1|root,COG0072@2|Bacteria,COG0073@2|Bacteria,3WSUD@544448|Tenericutes	544448|Tenericutes	J	Belongs to the phenylalanyl-tRNA synthetase beta subunit family. Type 1 subfamily	pheT	-	6.1.1.20	ko:K01890	ko00970,map00970	M00359,M00360	R03660	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	B3_4,B5,FDX-ACB,tRNA_bind
WP_020862819.1	272632.MSC_0596	4.7e-240	661.0	COG0016@1|root,COG0016@2|Bacteria,3WT38@544448|Tenericutes	544448|Tenericutes	J	Belongs to the class-II aminoacyl-tRNA synthetase family. Phe-tRNA synthetase alpha subunit type 1 subfamily	pheS	-	6.1.1.20	ko:K01889	ko00970,map00970	M00359,M00360	R03660	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	Phe_tRNA-synt_N,tRNA-synt_2d
WP_020862820.1	272632.MSC_0597	1.52e-137	389.0	28YGK@1|root,2ZKAT@2|Bacteria,3WTHA@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862821.1	272632.MSC_0598	0.0	2747.0	COG0577@1|root,COG0577@2|Bacteria,3WT5A@544448|Tenericutes	544448|Tenericutes	V	FtsX-like permease family	-	-	-	ko:K02004	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	FtsX
WP_020862822.1	272632.MSC_0599	0.0	1064.0	COG0018@1|root,COG0018@2|Bacteria,3WT30@544448|Tenericutes	544448|Tenericutes	J	arginyl-trna synthetase	argS	-	6.1.1.19	ko:K01887	ko00970,map00970	M00359,M00360	R03646	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	Arg_tRNA_synt_N,DALR_1,tRNA-synt_1d
WP_020862823.1	272632.MSC_0600	1.88e-119	342.0	COG0233@1|root,COG0233@2|Bacteria,3WTCV@544448|Tenericutes	544448|Tenericutes	J	Responsible for the release of ribosomes from messenger RNA at the termination of protein biosynthesis. May increase the efficiency of translation by recycling ribosomes from one round of translation to another	frr	-	-	ko:K02838	-	-	-	-	ko00000,ko03012	-	-	-	RRF
WP_020862824.1	272632.MSC_0606	8.03e-128	365.0	2C89Y@1|root,2ZU55@2|Bacteria,3WTSJ@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
